Index,Company Name,Symbol,Price,Sector,Industry,NAICS,Beta,PE,EPS
1016,Enlivex Therapeutics Ltd. - Ordinary Shares,ENLV,6.20,Healthcare,Biotechnology,,,,
1017,"Enochian Biosciences, Inc. - Common Stock",ENOB,5.02,Healthcare,Biotechnology,Biological Product (except Diagnostic) Manufacturing(325414),,,
1018,"Enphase Energy, Inc. - Common Stock",ENPH,51.58,Technology,Semiconductors,Semiconductor and Related Device Manufacturing(334413),,,
1019,"The Ensign Group, Inc. - Common Stock",ENSG,46.95,Healthcare,Healthcare Providers & Services,Nursing Care Facilities(623110),,,
1020,Global Eagle Entertainment Inc. - Common Stock,ENT,10.32,Communication Services,Media - Diversified,All Other Amusement and Recreation Industries(713990),,,
1021,"Enanta Pharmaceuticals, Inc. - Common Stock",ENTA,52.18,Healthcare,Biotechnology,Pharmaceutical Preparation Manufacturing(325412),,,
1022,"Entegris, Inc. - Common Stock",ENTG,62.69,Technology,Semiconductors,Semiconductor and Related Device Manufacturing(334413),,,
1023,Entera Bio Ltd. - Ordinary Shares,ENTX,2.02,Healthcare,Biotechnology,,,,
1024,Entera Bio Ltd. - Warrant,ENTXW,nan,nan,nan,nan,,,
1025,iShares MSCI New Zealand ETF,ENZL,55.64,,,,,,
1026,"Evolus, Inc. - Common Stock",EOLS,5.87,Healthcare,Drug Manufacturers,Medicinal and Botanical Manufacturing(325411),,,
1027,"Bottomline Technologies, Inc. - Common Stock",EPAY,52.95,Technology,Software,Software Publishers(511210),,,
1028,ESSA Pharma Inc. - Common Stock,EPIX,5.16,Healthcare,Biotechnology,Pharmaceutical Preparation Manufacturing(325412),,,
1029,Epsilon Energy Ltd. - Common Shares,EPSN,2.95,Energy,Oil & Gas,Crude Petroleum Extraction(211120),,,
1030,"Epizyme, Inc. - Common Stock",EPZM,17.80,Healthcare,Biotechnology,Pharmaceutical Preparation Manufacturing(325412),,,
1031,"Equillium, Inc. - Common Stock",EQ,3.00,Healthcare,Biotechnology,Pharmaceutical Preparation Manufacturing(325412),,,
1032,"Equity Bancshares, Inc. - Class A Common Stock",EQBK,18.02,Financial Services,Banks,Consumer Lending(522291),,,
1033,"Equinix, Inc. - Common Stock",EQIX,691.22,Real Estate,REITs,"Trust, Fiduciary, and Custody Activities(523991)",,,
1034,ProShares Equities for Rising Rates ETF,EQRR,32.34,,,,,,
1035,"Eldorado Resorts, Inc. - Common Stock",ERI,42.53,Consumer Cyclical,Travel & Leisure,Casino Hotels(721120),,,
1036,Ericsson - American Depositary Shares each representing 1 underlying Class B share,ERIC,9.34,Technology,Hardware,,,,
1037,Erie Indemnity Company - Class A Common Stock,ERIE,186.42,Financial Services,Insurance,"Other Direct Insurance (except Life, Health, and Medical) Carriers(524128)",,,
1038,"Energy Recovery, Inc. - Common Stock",ERII,8.88,Industrials,Industrial Products,Power Boiler and Heat Exchanger Manufacturing(332410),,,
1039,Erytech Pharma S.A. - American Depositary Shares,ERYP,10.216,Healthcare,Biotechnology,,,,
1040,Elmira Savings Bank NY (The) - Common Stock,ESBK,11.90,Financial Services,Banks,Commercial Banking(522110),,,
1041,"Escalade, Incorporated - Common Stock",ESCA,12.37,Consumer Cyclical,Travel & Leisure,Sporting and Athletic Goods Manufacturing(339920),,,
1042,Euroseas Ltd. - Common Stock,ESEA,2.75,Industrials,Transportation,,,,
1043,iShares ESG MSCI EAFE ETF,ESGD,63.35,,,,,,
1044,iShares ESG MSCI EM ETF,ESGE,32.59,,,,,,
1045,Enstar Group Limited - Ordinary Shares,ESGR,161.24,Financial Services,Insurance,Direct Property and Casualty Insurance Carriers(524126),,,
1046,"Enstar Group Limited - Depository Shares 7.00% Perpetual Non-Cumulative Preference Shares, Series E",ESGRO,25.71,Financial Services,Insurance,Direct Property and Casualty Insurance Carriers(524126),,,
1047,Enstar Group Limited - Depositary Shares Each Representing 1/1000th of an interest in Preference Shares,ESGRP,26.10,Financial Services,Insurance,Direct Property and Casualty Insurance Carriers(524126),,,
1048,iShares ESG MSCI USA ETF,ESGU,72.24,,,,,,
1049,Elbit Systems Ltd. - Ordinary Shares,ESLT,149.64,Industrials,Aerospace & Defense,,,,
1050,VanEck Vectors Video Gaming and eSports ETF,ESPO,48.59,,,,,,
1051,"Esperion Therapeutics, Inc. - Common Stock",ESPR,47.68,Healthcare,Biotechnology,Pharmaceutical Preparation Manufacturing(325412),,,
1052,"Esquire Financial Holdings, Inc. - Common Stock",ESQ,19.24,Financial Services,Banks,Commercial Banking(522110),,,
1053,"ESSA Bancorp, Inc. - common stock",ESSA,14.65,Financial Services,Banks,Savings Institutions(522120),,,
1054,East Stone Acquisition Corporation - Ordinary Shares,ESSC,9.78,Financial Services,Diversified Financial Services,,,,
1055,East Stone Acquisition Corporation - Right,ESSCR,0.13,Financial Services,Diversified Financial Services,,,,
1056,East Stone Acquisition Corporation - Unit,ESSCU,9.9695,Financial Services,Diversified Financial Services,,,,
1057,East Stone Acquisition Corporation - Warrant,ESSCW,0.09,Financial Services,Diversified Financial Services,,,,
1058,Establishment Labs Holdings Inc. - Common Shares,ESTA,19.34,Healthcare,Medical Devices & Instruments,,,,
1059,Community Bankers Trust Corporation. - Common Stock,ESXB,5.88,Financial Services,Banks,Commercial Banking(522110),,,
1060,E*TRADE Financial Corporation - Common Stock,ETFC,51.97,Financial Services,Capital Markets,Securities Brokerage(523120),,,
1061,"89bio, Inc. - Common Stock",ETNB,23.40,Healthcare,Biotechnology,Pharmaceutical Preparation Manufacturing(325412),,,
1062,"Eton Pharmaceuticals, Inc. - Common Stock",ETON,5.47,Healthcare,Biotechnology,Pharmaceutical Preparation Manufacturing(325412),,,
1063,"Etsy, Inc. - Common Stock",ETSY,76.37,Consumer Cyclical,Retail - Cyclical,All Other Miscellaneous Store Retailers (except Tobacco Stores)(453998),,,
1064,Entasis Therapeutics Holdings Inc. - Common Stock,ETTX,2.912,Healthcare,Biotechnology,Pharmaceutical Preparation Manufacturing(325412),,,
1065,iShares MSCI Europe Financials Sector Index Fund,EUFN,15.395,,,,,,
1066,"Everbridge, Inc. - Common Stock",EVBG,131.96,Technology,Software,Software Publishers(511210),,,
1067,"EverQuote, Inc. - Class A Common Stock",EVER,58.57,Communication Services,Interactive Media,Internet Publishing and Broadcasting and Web Search Portals(519130),,,
1068,"Evofem Biosciences, Inc. - Common Stock",EVFM,3.37,Healthcare,Biotechnology,Pharmaceutical Preparation Manufacturing(325412),,,
1069,Eaton Vance Global Income Builder NextShares,EVGBC,99.854,,,,,,
1070,Evogene Ltd. - Ordinary Shares,EVGN,1.16,Healthcare,Biotechnology,,,,
1071,"Ever-Glory International Group, Inc. - Common Stock",EVK,1.12,Consumer Cyclical,Manufacturing - Apparel & Accessories,Men's and Boys' Cut and Sew Clothing Manufacturing(315220),,,
1072,Eaton Vance TABS 5-to-15 Year Laddered Municipal Bond NextShares,EVLMC,100.02,,,,,,
1073,"Evelo Biosciences, Inc. - Common Stock",EVLO,4.05,Healthcare,Biotechnology,Medicinal and Botanical Manufacturing(325411),,,
1074,"Evoke Pharma, Inc. - Common Stock",EVOK,2.48,Healthcare,Drug Manufacturers,Pharmaceutical Preparation Manufacturing(325412),,,
1075,"Evolving Systems, Inc. - Common Stock",EVOL,1.035,Technology,Software,Custom Computer Programming Services(541511),,,
1076,"EVO Payments, Inc. - Class A Common Stock",EVOP,24.99,Technology,Software,"Financial Transactions Processing, Reserve, and Clearinghouse Activities(522320)",,,
1077,"Envision Solar International, Inc. - Common Stock",EVSI,8.42,Technology,Semiconductors,Semiconductor and Related Device Manufacturing(334413),,,
1078,"Envision Solar International, Inc. - Warrant",EVSIW,nan,nan,nan,nan,,,
1079,Eaton Vance Stock NextShares,EVSTC,99.98,,,,,,
1080,"East West Bancorp, Inc. - Common Stock",EWBC,42.20,Financial Services,Banks,Commercial Banking(522110),,,
1081,iShares MSCI Japan Equal Weighted ETF,EWJE,34.47,,,,,,
1082,iShares MSCI Japan Value ETF,EWJV,23.93,,,,,,
1083,iShares MSCI Brazil Small-Cap ETF,EWZS,14.41,,,,,,
1084,Exact Sciences Corporation - Common Stock,EXAS,91.36,Healthcare,Medical Diagnostics & Research,Medical Laboratories(621511),,,
1085,Exelon Corporation - Common Stock,EXC,40.51,Utilities,Utilities - Regulated,Hydroelectric Power Generation(221111),,,
1086,"Exelixis, Inc. - Common Stock",EXEL,22.625,Healthcare,Biotechnology,Research and Development in Biotechnology (except Nanobiotechnology)(541714),,,
1087,EXFO Inc - Subordinate Voting Shares,EXFO,3.23,Technology,Hardware,Other Communications Equipment Manufacturing(334290),,,
1088,"ExlService Holdings, Inc. - Common Stock",EXLS,64.06,Technology,Software,Custom Computer Programming Services(541511),,,
1089,Experience Investment Corp. - Class A Common Stock,EXPC,9.83,Financial Services,Diversified Financial Services,Offices of Other Holding Companies(551112),,,
1090,Experience Investment Corp. - Unit,EXPCU,10.00,Financial Services,Diversified Financial Services,Offices of Other Holding Companies(551112),,,
1091,Experience Investment Corp. - Warrants,EXPCW,nan,nan,nan,nan,,,
1092,"Expeditors International of Washington, Inc. - Common Stock",EXPD,78.18,Industrials,Transportation,Freight Transportation Arrangement(488510),,,
1093,"Expedia Group, Inc. - Common Stock",EXPE,88.70,Consumer Cyclical,Travel & Leisure,Travel Agencies(561510),,,
1094,"eXp World Holdings, Inc. - Common Stock",EXPI,11.92,Real Estate,Real Estate,Other Activities Related to Real Estate(531390),,,
1095,"Exponent, Inc. - Common Stock",EXPO,78.39,Industrials,Business Services,Administrative Management and General Management Consulting Services(541611),,,
1096,"Extreme Networks, Inc. - Common Stock",EXTR,4.74,Technology,Hardware,Computer Systems Design Services(541512),,,
1097,"National Vision Holdings, Inc. - Common Stock",EYE,30.74,Consumer Cyclical,Retail - Cyclical,Ophthalmic Goods Manufacturing(339115),,,
1098,"Eyegate Pharmaceuticals, Inc. - Common Stock",EYEG,5.22,Healthcare,Biotechnology,In-Vitro Diagnostic Substance Manufacturing(325413),,,
1099,"Eyegate Pharmaceuticals, Inc. - Warrants",EYEGW,nan,nan,nan,nan,,,
1100,"Eyenovia, Inc. - Common Stock",EYEN,3.20,Healthcare,Biotechnology,Pharmaceutical Preparation Manufacturing(325412),,,
1101,"Second Sight Medical Products, Inc. - Common Stock",EYES,1.54,Healthcare,Medical Devices & Instruments,Surgical and Medical Instrument Manufacturing(339112),,,
1102,"Second Sight Medical Products, Inc. - Warrants expiring 3/14/2024",EYESW,nan,nan,nan,nan,,,
1103,"EyePoint Pharmaceuticals, Inc. - Common Stock",EYPT,0.943,Healthcare,Biotechnology,Pharmaceutical Preparation Manufacturing(325412),,,
1104,"EZCORP, Inc. - Class A Non-Voting Common Stock",EZPW,6.70,Financial Services,Credit Services,Consumer Lending(522291),,,
1105,First Trust Alternative Absolute Return Strategy ETF,FAAR,26.30,,,,,,
1106,First Trust Multi Cap Value AlphaDEX Fund,FAB,53.04,,,,,,
1107,First Trust Multi Cap Growth AlphaDEX Fund,FAD,78.33,,,,,,
1108,iShares Fallen Angels USD Bond ETF,FALN,26.54,,,,,,
1109,"Farmmi, INC. - Ordinary Shares",FAMI,0.60,Consumer Defensive,Consumer Packaged Goods,,,,
1110,"Diamondback Energy, Inc. - Commmon Stock",FANG,53.92,Energy,Oil & Gas,Crude Petroleum Extraction(211120),,,
1111,"Fanhua Inc. - American depositary shares, each representing 20 ordinary shares",FANH,21.61,Financial Services,Insurance,,,,
1112,Farmer Brothers Company - Common Stock,FARM,10.81,Consumer Defensive,Consumer Packaged Goods,Coffee and Tea Manufacturing(311920),,,
1113,"FARO Technologies, Inc. - Common Stock",FARO,58.88,Technology,Hardware,Other Measuring and Controlling Device Manufacturing(334519),,,
1114,Fastenal Company - Common Stock,FAST,42.86,Industrials,Industrial Distribution,Other Building Equipment Contractors(238290),,,
1115,FAT Brands Inc. - Common Stock,FAT,3.92,Consumer Cyclical,Restaurants,Full-Service Restaurants(722511),,,
1116,"Fate Therapeutics, Inc. - Common Stock",FATE,32.72,Healthcare,Biotechnology,Pharmaceutical Preparation Manufacturing(325412),,,
1117,"Facebook, Inc. - Class A Common Stock",FB,238.67,Communication Services,Interactive Media,All Other Information Services(519190),,,
1118,"Fortress Biotech, Inc. - Common Stock",FBIO,2.91,Healthcare,Biotechnology,Pharmaceutical Preparation Manufacturing(325412),,,
1119,"Fortress Biotech, Inc. - 9.375% Series A Cumulative Redeemable Perpetual Preferred Stock",FBIOP,19.44,Healthcare,Biotechnology,Pharmaceutical Preparation Manufacturing(325412),,,
1120,"First Business Financial Services, Inc. - Common Stock",FBIZ,17.00,Financial Services,Banks,Commercial Banking(522110),,,
1121,"The First Bancshares, Inc. - Common Stock",FBMS,24.90,Financial Services,Banks,Commercial Banking(522110),,,
1122,First Bancorp - Common Stock,FBNC,29.04,Financial Services,Banks,Commercial Banking(522110),,,
1123,"Fauquier Bankshares, Inc. - Common Stock",FBSS,14.613,Financial Services,Banks,Commercial Banking(522110),,,
1124,First Trust Brazil AlphaDEX Fund,FBZ,12.032,,,,,,
1125,First Trust China AlphaDEX Fund,FCA,24.70,,,,,,
1126,First Trust California Municipal High income ETF,FCAL,51.862,,,,,,
1127,First Trust Canada AlphaDEX Fund,FCAN,20.701,,,,,,
1128,"First Capital, Inc. - Common Stock",FCAP,66.11,Financial Services,Banks,Savings Institutions(522120),,,
1129,"First Community Bankshares, Inc. - Common Stock",FCBC,23.58,Financial Services,Banks,Commercial Banking(522110),,,
1130,First Choice Bancorp - Common Stock,FCBP,18.65,Financial Services,Banks,Mortgage and Nonmortgage Loan Brokers(522310),,,
1131,First Community Corporation - Common Stock,FCCO,15.79,Financial Services,Banks,Commercial Banking(522110),,,
1132,1st Constitution Bancorp (NJ) - Common Stock,FCCY,13.81,Financial Services,Banks,Offices of Bank Holding Companies(551111),,,
1133,First Trust CEF Income Opportunity ETF,FCEF,19.65,,,,,,
1134,"FuelCell Energy, Inc. - Common Stock",FCEL,2.61,Industrials,Industrial Products,Other Electric Power Generation(221118),,,
1135,"FirstCash, Inc. - Common Stock",FCFS,75.33,Financial Services,Credit Services,Consumer Lending(522291),,,
1136,"First Citizens BancShares, Inc. - Class A Common Stock",FCNCA,436.75,Financial Services,Banks,Commercial Banking(522110),,,
1137,"First Citizens BancShares, Inc. - Depositary Shares Each Representing a 1/40th Interest in a Share of 5.375% Non-Cumulative Perpetual Preferred Stock, Series A",FCNCP,25.00,Financial Services,Banks,Commercial Banking(522110),,,
1138,First Trust SSI Strategic Convertible Securities ETF,FCVT,35.40,,,,,,
1139,"Fidelity D & D Bancorp, Inc. - Common Stock",FDBC,38.48,Financial Services,Banks,Commercial Banking(522110),,,
1140,First Defiance Financial Corp. - Common Stock,FDEF,19.65,Financial Services,Banks,Savings Institutions(522120),,,
1141,First Trust Strategic Income ETF,FDIV,47.322,,,,,,
1142,First Trust Dow Jones International Internet ETF,FDNI,30.899,,,,,,
1143,First Trust Developed Markets Ex-US AlphaDEX Fund,FDT,48.90,,,,,,
1144,First Trust Developed Markets ex-US Small Cap AlphaDEX Fund,FDTS,34.28,,,,,,
1145,Fidus Investment Corporation - Common Stock,FDUS,10.77,Financial Services,Asset Management,Portfolio Management(523920),,,
1146,Fidus Investment Corporation - 5.375% Notes Due 2024,FDUSG,nan,nan,nan,nan,,,
1147,Fidus Investment Corporation - 5.875% Notes due 2023,FDUSL,nan,nan,nan,nan,,,
1148,Fidus Investment Corporation - 6% Notes due 2024,FDUSZ,nan,nan,nan,nan,,,
1149,"Frequency Electronics, Inc. - Common Stock",FEIM,8.79,Technology,Hardware,Instrument Manufacturing for Measuring and Testing Electricity and Electrical Signals(334515),,,
1150,"Franklin Electric Co., Inc. - Common Stock",FELE,55.62,Industrials,Industrial Products,Motor and Generator Manufacturing(335312),,,
1151,First Trust Emerging Markets AlphaDEX Fund,FEM,21.59,,,,,,
1152,First Trust Emerging Markets Local Currency Bond ETF,FEMB,36.003,,,,,,
1153,First Trust Emerging Markets Small Cap AlphaDEX Fund,FEMS,33.485,,,,,,
1154,Fennec Pharmaceuticals Inc. - Common Stock,FENC,7.99,Healthcare,Biotechnology,Pharmaceutical Preparation Manufacturing(325412),,,
1155,First Trust Europe AlphaDEX Fund,FEP,31.855,,,,,,
1156,First Trust Eurozone AlphaDEX ETF,FEUZ,35.41,,,,,,
1157,First Trust Large Cap Core AlphaDEX Fund,FEX,63.40,,,,,,
1158,"FireEye, Inc. - Common Stock",FEYE,13.90,Technology,Software,Software Publishers(511210),,,
1159,First Financial Bancorp. - Common Stock,FFBC,15.79,Financial Services,Banks,Commercial Banking(522110),,,
1160,"FFBW, Inc. - Common Stock",FFBW,9.12,Financial Services,Banks,Commercial Banking(522110),,,
1161,"Fuwei Films (Holdings) Co., Ltd. - ORDINARY SHARES",FFHL,2.6462,Consumer Cyclical,Packaging & Containers,,,,
1162,Flushing Financial Corporation - Common Stock,FFIC,13.62,Financial Services,Banks,Commercial Banking(522110),,,
1163,"First Financial Bankshares, Inc. - Common Stock",FFIN,32.78,Financial Services,Banks,Commercial Banking(522110),,,
1164,"F5 Networks, Inc. - Common Stock",FFIV,143.92,Technology,Software,Custom Computer Programming Services(541511),,,
1165,"First Financial Northwest, Inc. - Common Stock",FFNW,9.74,Financial Services,Banks,Commercial Banking(522110),,,
1166,First Foundation Inc. - Common Stock,FFWM,16.99,Financial Services,Banks,Commercial Banking(522110),,,
1167,"First Guaranty Bancshares, Inc. - Common Stock",FGBI,13.20,Financial Services,Banks,Commercial Banking(522110),,,
1168,"FibroGen, Inc - Common Stock",FGEN,35.79,Healthcare,Biotechnology,Pharmaceutical Preparation Manufacturing(325412),,,
1169,First Trust Germany AlphaDEX Fund,FGM,42.39,,,,,,
1170,"First Hawaiian, Inc. - Common Stock",FHB,20.43,Financial Services,Banks,Commercial Banking(522110),,,
1171,First Trust Hong Kong AlphaDEX Fund,FHK,31.39,,,,,,
1172,"First Interstate BancSystem, Inc. - Class A Common Stock",FIBK,34.64,Financial Services,Banks,Commercial Banking(522110),,,
